PlayerKey,Season,PlayerName,SalaryTeam,StatsTeam,AvgShotDistance,FGA_2P_Frequency,FGA_0_3_Frequency,FGA_3_10_Frequency,FGA_10_16_Frequency,FGA_16_3P_Frequency,FGA_3P_Frequency,FG_2P_Pct,FG_0_3_Pct,FG_3_10_Pct,FG_10_16_Pct,FG_16_3P_Pct,FG_3P_Pct,Assisted2P_Pct,Assisted3P_Pct,Dunk_FGA_Pct,DunksMade,Corner3_Frequency,Corner3Pct,HalfCourtAttempts,HalfCourtMakes
P0001,2025-26,A.J. Green,MIL,MIL,24.1,0.104,0.026,0.019,0.032,0.026,0.896,0.469,0.563,0.5,0.5,0.313,0.419,0.7,0.927,0.002,0.0,0.258,0.503,0.0,0.0
P0002,2025-26,AJ Johnson,DAL,2TM,11.0,0.676,0.352,0.301,0.011,0.011,0.324,0.378,0.5,0.264,0.0,0.0,0.211,0.356,0.75,0.068,8.0,0.193,0.273,0.0,0.0
P0003,2025-26,Aaron Gordon,DEN,DEN,13.7,0.606,0.294,0.148,0.093,0.07,0.394,0.568,0.769,0.356,0.378,0.429,0.389,0.642,0.852,0.113,42.0,0.242,0.447,0.0,0.0
P0004,2025-26,Aaron Holiday,HOU,HOU,20.0,0.325,0.067,0.139,0.083,0.036,0.675,0.463,0.588,0.657,0.19,0.111,0.394,0.237,0.94,0.004,1.0,0.3,0.49,0.0,0.0
P0005,2025-26,Aaron Nesmith,IND,IND,17.2,0.459,0.152,0.15,0.104,0.053,0.541,0.455,0.526,0.442,0.472,0.259,0.379,0.804,0.971,0.027,8.0,0.274,0.434,0.0,0.0
P0006,2025-26,Aaron Wiggins,OKC,OKC,15.1,0.496,0.239,0.19,0.052,0.015,0.504,0.508,0.617,0.402,0.393,0.5,0.356,0.556,0.854,0.035,18.0,0.281,0.368,0.0,0.0
P0007,2025-26,Ace Bailey,UTA,UTA,16.4,0.554,0.146,0.161,0.103,0.143,0.446,0.522,0.692,0.569,0.391,0.391,0.344,0.69,0.898,0.103,79.0,0.261,0.308,0.0,0.0
P0008,2025-26,Adama-Alpha Bal,MEM,MEM,18.3,0.353,0.176,0.103,0.044,0.029,0.647,0.417,0.667,0.286,0.0,0.0,0.409,0.7,0.833,0.0,0.0,0.318,0.357,0.0,0.0
P0009,2025-26,Adama-Alpha Bal,MEM,MEM,18.3,0.353,0.176,0.103,0.044,0.029,0.647,0.417,0.667,0.286,0.0,0.0,0.409,0.7,0.833,0.0,0.0,0.318,0.357,0.0,0.0
P0010,2025-26,Adem Bona,PHI,PHI,2.7,0.973,0.755,0.209,0.009,0.0,0.027,0.603,0.669,0.391,0.0,,0.333,0.589,1.0,0.355,69.0,0.833,0.2,0.0,0.0
P0011,2025-26,Adou Thiero,LAL,LAL,5.2,0.903,0.548,0.355,0.0,0.0,0.097,0.536,0.706,0.273,,,0.333,0.867,1.0,0.29,8.0,0.0,,0.0,0.0
P0012,2025-26,Ajay Mitchell,OKC,OKC,11.9,0.702,0.2,0.364,0.098,0.039,0.298,0.543,0.72,0.474,0.569,0.217,0.347,0.329,0.77,0.007,4.0,0.267,0.404,0.0,0.0
P0013,2025-26,Al Horford,GSW,GSW,18.3,0.367,0.099,0.222,0.034,0.012,0.633,0.538,0.688,0.458,0.545,0.75,0.361,0.703,0.986,0.012,4.0,0.215,0.386,0.0,0.0
P0014,2025-26,Alex Caruso,OKC,OKC,16.4,0.397,0.23,0.133,0.023,0.01,0.603,0.622,0.725,0.45,0.571,0.667,0.293,0.689,0.981,0.027,7.0,0.436,0.241,0.0,0.0
P0015,2025-26,Alex Sarr,WAS,WAS,10.5,0.771,0.262,0.363,0.104,0.043,0.229,0.526,0.756,0.429,0.382,0.286,0.333,0.677,0.9,0.113,69.0,0.073,0.364,0.0,0.0
P0016,2025-26,Alondes Williams,WAS,WAS,15.6,0.462,0.385,0.038,0.0,0.038,0.538,0.917,1.0,1.0,,0.0,0.357,0.727,1.0,0.192,5.0,0.286,0.25,0.0,0.0
P0017,2025-26,Alperen Şengün,HOU,HOU,8.5,0.883,0.285,0.414,0.146,0.038,0.117,0.547,0.722,0.501,0.415,0.256,0.305,0.422,0.825,0.08,77.0,0.053,0.429,0.0,0.0
P0018,2025-26,Amari Williams,BOS,BOS,3.4,1.0,0.5,0.45,0.05,0.0,0.0,0.5,0.9,0.111,0.0,,,0.8,,0.25,5.0,,,0.0,0.0
P0019,2025-26,Amen Thompson,HOU,HOU,7.8,0.889,0.383,0.333,0.112,0.06,0.111,0.573,0.76,0.486,0.325,0.333,0.216,0.53,0.96,0.209,201.0,0.586,0.235,1.0,0.0
P0020,2025-26,Amir Coffey,PHO,2TM,15.3,0.566,0.177,0.177,0.133,0.08,0.434,0.594,0.95,0.4,0.4,0.556,0.347,0.553,1.0,0.018,2.0,0.49,0.333,0.0,0.0
P0021,2025-26,Andre Drummond,PHI,PHI,8.2,0.733,0.516,0.202,0.015,0.0,0.267,0.514,0.563,0.397,0.4,,0.356,0.504,1.0,0.122,33.0,0.8,0.361,0.0,0.0
P0022,2025-26,Andre Jackson Jr.,MIL,MIL,15.3,0.496,0.252,0.16,0.067,0.017,0.504,0.407,0.567,0.368,0.0,0.0,0.25,0.625,0.8,0.134,12.0,0.4,0.25,0.0,0.0
P0023,2025-26,Andrew Nembhard,IND,IND,16.6,0.607,0.141,0.163,0.159,0.143,0.393,0.495,0.67,0.463,0.483,0.37,0.361,0.354,0.664,0.005,3.0,0.078,0.261,0.0,0.0
P0024,2025-26,Andrew Wiggins,MIA,MIA,14.3,0.594,0.224,0.206,0.102,0.062,0.406,0.516,0.679,0.462,0.333,0.412,0.414,0.46,0.942,0.034,26.0,0.249,0.482,0.0,0.0
P0025,2025-26,Anfernee Simons,CHI,2TM,19.7,0.415,0.057,0.153,0.114,0.091,0.585,0.517,0.622,0.586,0.514,0.339,0.385,0.216,0.658,0.003,2.0,0.087,0.424,0.0,0.0
P0026,2025-26,Anthony Black,ORL,ORL,13.3,0.611,0.258,0.237,0.071,0.045,0.389,0.519,0.729,0.388,0.382,0.229,0.333,0.596,0.82,0.104,69.0,0.28,0.417,1.0,1.0
P0027,2025-26,Anthony Davis,WAS,DAL,9.2,0.889,0.332,0.278,0.156,0.123,0.111,0.535,0.73,0.462,0.365,0.39,0.27,0.56,0.9,0.141,42.0,0.135,0.4,0.0,0.0
P0028,2025-26,Anthony Edwards,MIN,MIN,15.8,0.582,0.18,0.149,0.15,0.104,0.418,0.554,0.756,0.481,0.492,0.398,0.399,0.302,0.561,0.045,48.0,0.089,0.478,0.0,0.0
P0029,2025-26,Anthony Gill,WAS,WAS,8.6,0.777,0.423,0.312,0.042,0.0,0.223,0.707,0.824,0.582,0.444,,0.354,0.737,1.0,0.088,16.0,0.354,0.412,0.0,0.0
P0030,2025-26,Ariel Hukporti,NYK,NYK,4.8,0.95,0.55,0.35,0.05,0.0,0.05,0.579,0.795,0.286,0.25,,0.25,0.864,1.0,0.238,18.0,0.0,,0.0,0.0
P0031,2025-26,Asa Newell,ATL,ATL,12.1,0.556,0.402,0.154,0.0,0.0,0.444,0.66,0.721,0.5,,,0.387,0.677,1.0,0.183,26.0,0.6,0.378,0.0,0.0
P0032,2025-26,Ausar Thompson,DET,DET,5.5,0.958,0.426,0.414,0.097,0.021,0.042,0.537,0.683,0.452,0.321,0.25,0.25,0.626,0.833,0.189,96.0,0.5,0.167,0.0,0.0
P0033,2025-26,Austin Reaves,LAL,LAL,15.1,0.57,0.15,0.277,0.122,0.021,0.43,0.588,0.833,0.54,0.462,0.188,0.36,0.318,0.703,0.005,4.0,0.125,0.415,0.0,0.0
P0034,2025-26,Ayo Dosunmu,MIN,2TM,12.1,0.625,0.367,0.194,0.048,0.016,0.375,0.563,0.646,0.421,0.5,0.583,0.439,0.517,0.919,0.02,12.0,0.282,0.418,1.0,1.0
P0035,2025-26,Bam Adebayo,MIA,MIA,13.3,0.651,0.205,0.252,0.148,0.045,0.349,0.509,0.685,0.45,0.426,0.308,0.318,0.612,0.961,0.079,81.0,0.313,0.32,0.0,0.0
P0036,2025-26,Baylor Scheierman,BOS,BOS,20.8,0.27,0.066,0.093,0.084,0.027,0.73,0.6,0.773,0.452,0.607,0.667,0.399,0.685,0.948,0.015,5.0,0.342,0.494,0.0,0.0
P0037,2025-26,Ben Saraf,BRK,BRK,10.6,0.703,0.333,0.304,0.053,0.013,0.297,0.474,0.594,0.413,0.188,0.0,0.211,0.366,0.789,0.053,13.0,0.189,0.176,0.0,0.0
P0038,2025-26,Ben Sheppard,IND,IND,17.2,0.401,0.202,0.121,0.049,0.028,0.599,0.542,0.667,0.426,0.474,0.273,0.362,0.75,0.976,0.013,5.0,0.358,0.386,0.0,0.0
P0039,2025-26,Bennedict Mathurin,LAC,2TM,14.2,0.648,0.213,0.21,0.112,0.114,0.352,0.492,0.681,0.387,0.434,0.39,0.315,0.556,0.693,0.038,21.0,0.143,0.471,0.0,0.0
P0040,2025-26,Bilal Coulibaly,WAS,WAS,12.8,0.623,0.287,0.242,0.055,0.039,0.377,0.49,0.677,0.321,0.333,0.381,0.319,0.412,0.908,0.139,61.0,0.338,0.435,0.0,0.0
P0041,2025-26,Bismack Biyombo,SAS,SAS,3.0,1.0,0.667,0.333,0.0,0.0,0.0,0.6,0.8,0.2,,,,0.778,,0.4,6.0,,,0.0,0.0
P0042,2025-26,Blake Wesley,POR,POR,11.2,0.71,0.395,0.145,0.113,0.056,0.29,0.523,0.714,0.389,0.214,0.143,0.278,0.391,1.0,0.016,2.0,0.278,0.3,0.0,0.0
P0043,2025-26,Blake Wesley,WAS,POR,11.2,0.71,0.395,0.145,0.113,0.056,0.29,0.523,0.714,0.389,0.214,0.143,0.278,0.391,1.0,0.016,2.0,0.278,0.3,0.0,0.0
P0044,2025-26,Bobby Portis,MIL,MIL,16.3,0.605,0.115,0.18,0.151,0.16,0.395,0.509,0.698,0.504,0.451,0.433,0.456,0.623,0.985,0.011,7.0,0.372,0.5,0.0,0.0
P0045,2025-26,Bobi Klintman,DET,DET,15.2,0.519,0.111,0.37,0.0,0.037,0.481,0.357,0.333,0.4,,0.0,0.308,0.8,1.0,0.037,1.0,0.308,0.0,0.0,0.0
P0046,2025-26,Bogdan Bogdanović,LAC,LAC,19.6,0.375,0.112,0.105,0.099,0.059,0.625,0.456,0.647,0.188,0.667,0.222,0.347,0.231,0.667,0.0,0.0,0.105,0.6,0.0,0.0
P0047,2025-26,Bones Hyland,MIN,MIN,18.4,0.361,0.19,0.088,0.056,0.028,0.639,0.568,0.697,0.317,0.577,0.462,0.388,0.333,0.767,0.002,0.0,0.147,0.477,0.0,0.0
P0048,2025-26,Bradley Beal,LAC,LAC,16.1,0.604,0.125,0.146,0.208,0.125,0.396,0.379,0.5,0.571,0.2,0.333,0.368,0.727,1.0,0.0,0.0,0.211,0.25,0.0,0.0
P0049,2025-26,Bradley Beal,PHO,LAC,16.1,0.604,0.125,0.146,0.208,0.125,0.396,0.379,0.5,0.571,0.2,0.333,0.368,0.727,1.0,0.0,0.0,0.211,0.25,0.0,0.0
P0050,2025-26,Brandin Podziemski,GSW,GSW,16.5,0.524,0.15,0.174,0.13,0.069,0.476,0.531,0.7,0.556,0.398,0.35,0.371,0.548,0.824,0.009,7.0,0.143,0.593,0.0,0.0
P0051,2025-26,Brandon Clarke,MEM,MEM,4.1,1.0,0.556,0.444,0.0,0.0,0.0,0.333,0.4,0.25,,,,0.667,,0.0,0.0,,,0.0,0.0
P0052,2025-26,Brandon Ingram,TOR,TOR,14.8,0.726,0.147,0.136,0.266,0.177,0.274,0.512,0.725,0.383,0.504,0.447,0.382,0.424,0.933,0.042,42.0,0.252,0.539,0.0,0.0
P0053,2025-26,Brandon Miller,CHO,CHO,17.3,0.489,0.122,0.199,0.124,0.045,0.511,0.489,0.748,0.423,0.395,0.34,0.383,0.476,0.814,0.06,57.0,0.126,0.433,0.0,0.0
P0054,2025-26,Brandon Williams,DAL,DAL,10.7,0.749,0.305,0.285,0.107,0.052,0.251,0.552,0.713,0.415,0.5,0.469,0.232,0.306,0.917,0.018,11.0,0.258,0.225,1.0,0.0
P0055,2025-26,Brice Sensabaugh,UTA,UTA,17.0,0.484,0.111,0.196,0.137,0.041,0.516,0.559,0.716,0.583,0.402,0.543,0.367,0.634,0.87,0.04,29.0,0.233,0.485,0.0,0.0
P0056,2025-26,Bronny James,LAL,LAL,17.9,0.504,0.104,0.13,0.148,0.122,0.496,0.431,0.833,0.267,0.353,0.357,0.386,0.56,0.727,0.061,6.0,0.14,0.25,0.0,0.0
P0057,2025-26,Brook Lopez,LAC,LAC,18.3,0.415,0.127,0.177,0.094,0.017,0.585,0.524,0.667,0.51,0.431,0.111,0.36,0.602,1.0,0.033,17.0,0.136,0.419,0.0,0.0
P0058,2025-26,Bruce Brown,DEN,DEN,10.7,0.716,0.318,0.289,0.094,0.015,0.284,0.511,0.741,0.344,0.327,0.0,0.385,0.56,0.93,0.034,17.0,0.527,0.462,0.0,0.0
P0059,2025-26,Bryce McGowens,NOP,NOP,12.6,0.608,0.266,0.257,0.072,0.013,0.392,0.528,0.635,0.426,0.471,0.667,0.409,0.605,0.921,0.097,17.0,0.441,0.415,0.0,0.0
P0060,2025-26,Bub Carrington,WAS,WAS,20.1,0.441,0.053,0.109,0.116,0.163,0.559,0.443,0.615,0.259,0.488,0.479,0.408,0.29,0.698,0.011,6.0,0.13,0.389,0.0,0.0
P0061,2025-26,Buddy Hield,ATL,2TM,19.4,0.352,0.159,0.11,0.037,0.046,0.648,0.6,0.75,0.611,0.5,0.133,0.349,0.609,0.919,0.003,1.0,0.222,0.404,0.0,0.0
P0062,2025-26,CJ McCollum,ATL,2TM,16.4,0.558,0.135,0.185,0.146,0.092,0.442,0.519,0.641,0.479,0.515,0.425,0.375,0.347,0.665,0.003,3.0,0.151,0.351,0.0,0.0
P0063,2025-26,Cade Cunningham,DET,DET,13.2,0.692,0.179,0.3,0.14,0.073,0.308,0.514,0.638,0.468,0.458,0.506,0.342,0.291,0.488,0.041,44.0,0.049,0.389,0.0,0.0
P0064,2025-26,Caleb Houstan,ATL,ATL,21.0,0.192,0.077,0.115,0.0,0.0,0.808,0.6,1.0,0.333,,,0.524,1.0,1.0,0.038,1.0,0.333,0.571,0.0,0.0
P0065,2025-26,Caleb Martin,DAL,DAL,12.2,0.698,0.312,0.18,0.085,0.122,0.302,0.492,0.729,0.353,0.188,0.304,0.351,0.554,1.0,0.058,9.0,0.649,0.378,0.0,0.0
P0066,2025-26,Cam Christie,LAC,LAC,12.5,0.647,0.245,0.281,0.115,0.007,0.353,0.456,0.647,0.282,0.5,0.0,0.245,0.732,1.0,0.065,6.0,0.265,0.385,0.0,0.0
P0067,2025-26,Cam Spencer,MEM,MEM,19.6,0.415,0.067,0.108,0.142,0.099,0.585,0.506,0.622,0.483,0.519,0.436,0.449,0.436,0.76,0.0,0.0,0.098,0.5,0.0,0.0
P0068,2025-26,Cam Thomas,BRK,2TM,15.4,0.636,0.128,0.197,0.197,0.113,0.364,0.468,0.644,0.374,0.484,0.404,0.31,0.336,0.558,0.004,2.0,0.131,0.318,1.0,0.0
P0069,2025-26,Cam Thomas,MIL,2TM,15.4,0.636,0.128,0.197,0.197,0.113,0.364,0.468,0.644,0.374,0.484,0.404,0.31,0.336,0.558,0.004,2.0,0.131,0.318,1.0,0.0
P0070,2025-26,Cam Whitmore,WAS,WAS,12.1,0.669,0.361,0.213,0.047,0.047,0.331,0.54,0.77,0.278,0.375,0.125,0.286,0.59,0.625,0.142,19.0,0.054,0.0,0.0,0.0
P0071,2025-26,Cameron Johnson,DEN,DEN,16.6,0.461,0.202,0.131,0.069,0.059,0.539,0.539,0.74,0.419,0.333,0.357,0.43,0.712,0.945,0.053,23.0,0.344,0.477,0.0,0.0
P0072,2025-26,Cameron Payne,PHI,PHI,20.0,0.349,0.094,0.161,0.074,0.02,0.651,0.462,0.5,0.458,0.545,0.0,0.33,0.25,0.531,0.0,0.0,0.041,0.25,0.0,0.0
P0073,2025-26,Caris LeVert,DET,DET,15.3,0.54,0.192,0.217,0.105,0.026,0.46,0.488,0.627,0.447,0.415,0.1,0.333,0.466,0.733,0.033,13.0,0.217,0.41,0.0,0.0
P0074,2025-26,Carter Bryant,SAS,SAS,16.0,0.415,0.279,0.079,0.049,0.008,0.585,0.509,0.595,0.381,0.308,0.0,0.335,0.661,0.981,0.109,22.0,0.465,0.278,0.0,0.0
P0075,2025-26,Cason Wallace,OKC,OKC,14.5,0.507,0.274,0.175,0.039,0.019,0.493,0.51,0.656,0.324,0.348,0.455,0.351,0.503,0.95,0.06,29.0,0.33,0.368,0.0,0.0
P0076,2025-26,Cedric Coward,MEM,MEM,14.0,0.576,0.238,0.207,0.113,0.019,0.424,0.568,0.734,0.485,0.425,0.25,0.338,0.505,0.86,0.049,28.0,0.244,0.224,0.0,0.0
P0077,2025-26,Charles Bassey,MEM,4TM,3.1,1.0,0.489,0.362,0.149,0.0,0.0,0.66,0.739,0.647,0.429,,,0.71,,0.191,8.0,,,0.0,0.0
P0078,2025-26,Charles Bassey,PHI,4TM,3.1,1.0,0.489,0.362,0.149,0.0,0.0,0.66,0.739,0.647,0.429,,,0.71,,0.191,8.0,,,0.0,0.0
P0079,2025-26,Charles Bassey,PHI,4TM,3.1,1.0,0.489,0.362,0.149,0.0,0.0,0.66,0.739,0.647,0.429,,,0.71,,0.191,8.0,,,0.0,0.0
P0080,2025-26,Chaz Lanier,DET,DET,22.6,0.247,0.022,0.022,0.09,0.112,0.753,0.409,0.5,0.0,0.625,0.3,0.284,0.778,0.947,0.0,0.0,0.269,0.167,0.0,0.0
P0081,2025-26,Chet Holmgren,OKC,OKC,11.6,0.688,0.344,0.208,0.095,0.041,0.312,0.646,0.81,0.475,0.486,0.5,0.362,0.63,0.966,0.194,138.0,0.198,0.333,0.0,0.0
P0082,2025-26,Chris Boucher,UTA,BOS,16.8,0.4,0.24,0.12,0.0,0.04,0.6,0.6,0.833,0.333,,0.0,0.133,0.667,1.0,0.04,1.0,0.2,0.0,0.0,0.0
P0083,2025-26,Chris Paul,TOR,LAC,19.3,0.464,0.018,0.125,0.232,0.089,0.536,0.308,1.0,0.429,0.154,0.4,0.333,0.125,0.5,0.0,0.0,0.133,0.5,0.0,0.0
P0084,2025-26,Christian Braun,DEN,DEN,11.7,0.632,0.373,0.206,0.015,0.039,0.368,0.646,0.745,0.538,0.5,0.333,0.301,0.83,0.907,0.087,29.0,0.448,0.344,0.0,0.0
P0085,2025-26,Christian Koloko,MEM,3TM,6.8,0.878,0.446,0.297,0.108,0.027,0.122,0.462,0.636,0.273,0.375,0.0,0.111,0.833,1.0,0.311,17.0,0.444,0.0,0.0,0.0
P0086,2025-26,Christian Koloko,MEM,3TM,6.8,0.878,0.446,0.297,0.108,0.027,0.122,0.462,0.636,0.273,0.375,0.0,0.111,0.833,1.0,0.311,17.0,0.444,0.0,0.0,0.0
P0087,2025-26,Clint Capela,HOU,HOU,3.1,0.991,0.63,0.344,0.013,0.004,0.009,0.52,0.608,0.385,0.0,0.0,0.5,0.624,1.0,0.247,48.0,0.5,1.0,0.0,0.0
P0088,2025-26,Coby White,CHO,2TM,16.3,0.49,0.238,0.141,0.066,0.045,0.51,0.534,0.649,0.443,0.415,0.393,0.362,0.301,0.783,0.002,0.0,0.116,0.378,0.0,0.0
P0089,2025-26,Cody Williams,UTA,UTA,10.9,0.743,0.253,0.322,0.1,0.067,0.257,0.556,0.698,0.506,0.431,0.441,0.214,0.733,1.0,0.157,65.0,0.595,0.282,0.0,0.0
P0090,2025-26,Cole Anthony,MEM,MIL,14.0,0.688,0.143,0.268,0.199,0.078,0.312,0.478,0.606,0.419,0.478,0.444,0.306,0.211,0.727,0.009,0.0,0.236,0.412,0.0,0.0
P0091,2025-26,Cole Anthony,PHO,MIL,14.0,0.688,0.143,0.268,0.199,0.078,0.312,0.478,0.606,0.419,0.478,0.444,0.306,0.211,0.727,0.009,0.0,0.236,0.412,0.0,0.0
P0092,2025-26,Collin Gillespie,PHO,PHO,21.3,0.314,0.056,0.082,0.128,0.048,0.686,0.455,0.511,0.449,0.444,0.425,0.401,0.375,0.746,0.0,0.0,0.151,0.448,0.0,0.0
P0093,2025-26,Collin Murray-Boyles,TOR,TOR,6.4,0.854,0.617,0.178,0.026,0.032,0.146,0.62,0.697,0.475,0.333,0.182,0.34,0.84,1.0,0.164,46.0,0.3,0.2,0.0,0.0
P0094,2025-26,Collin Sexton,CHI,2TM,13.3,0.624,0.275,0.22,0.077,0.053,0.376,0.536,0.647,0.448,0.526,0.333,0.401,0.375,0.804,0.004,2.0,0.197,0.473,0.0,0.0
P0095,2025-26,Cooper Flagg,DAL,DAL,11.5,0.796,0.218,0.311,0.151,0.116,0.204,0.513,0.742,0.453,0.444,0.331,0.295,0.402,0.708,0.071,74.0,0.119,0.276,0.0,0.0
P0096,2025-26,Corey Kispert,ATL,2TM,17.2,0.398,0.234,0.137,0.028,0.0,0.602,0.618,0.75,0.389,0.636,,0.367,0.763,0.954,0.025,8.0,0.207,0.367,0.0,0.0
P0097,2025-26,Craig Porter Jr.,CLE,CLE,12.9,0.64,0.264,0.205,0.155,0.016,0.36,0.503,0.721,0.321,0.35,0.75,0.355,0.53,0.818,0.05,13.0,0.333,0.419,0.0,0.0
P0098,2025-26,D'Angelo Russell,WAS,DAL,17.3,0.517,0.086,0.194,0.159,0.078,0.483,0.508,0.65,0.511,0.486,0.389,0.295,0.295,0.758,0.0,0.0,0.152,0.118,0.0,0.0
P0099,2025-26,DaRon Holmes,DEN,DEN,19.8,0.262,0.164,0.066,0.033,0.0,0.738,0.688,0.7,0.5,1.0,,0.444,1.0,1.0,0.148,7.0,0.222,0.6,0.0,0.0
P0100,2025-26,Dalano Banton,BOS,2TM,6.8,0.917,0.25,0.5,0.167,0.0,0.083,0.364,0.667,0.0,1.0,,0.0,0.25,,0.0,0.0,0.0,,0.0,0.0
P0101,2025-26,Dalano Banton,LAC,2TM,6.8,0.917,0.25,0.5,0.167,0.0,0.083,0.364,0.667,0.0,1.0,,0.0,0.25,,0.0,0.0,0.0,,0.0,0.0
P0102,2025-26,Dalen Terry,NOP,2TM,12.7,0.574,0.335,0.187,0.026,0.026,0.426,0.494,0.615,0.276,0.75,0.25,0.364,0.477,0.958,0.039,5.0,0.485,0.406,0.0,0.0
P0103,2025-26,Dalton Knecht,LAL,LAL,17.9,0.419,0.157,0.12,0.115,0.026,0.581,0.613,0.733,0.522,0.591,0.4,0.342,0.694,0.947,0.073,12.0,0.252,0.321,0.0,0.0
P0106,2025-26,Daniel Gafford,DAL,DAL,2.7,1.0,0.661,0.313,0.019,0.006,0.0,0.655,0.756,0.465,0.333,0.5,,0.643,,0.345,92.0,,,0.0,0.0
P0107,2025-26,Daniss Jenkins,DET,DET,13.8,0.657,0.164,0.287,0.132,0.074,0.343,0.426,0.591,0.374,0.347,0.405,0.374,0.308,0.863,0.032,13.0,0.251,0.408,1.0,1.0
P0108,2025-26,Danny Wolf,BRK,BRK,14.3,0.52,0.259,0.227,0.016,0.018,0.48,0.48,0.605,0.38,0.143,0.25,0.322,0.591,0.941,0.032,12.0,0.237,0.34,0.0,0.0
P0110,2025-26,Dario Šarić,DET,SAC,15.3,0.5,0.333,0.0,0.0,0.167,0.5,0.0,0.0,,,0.0,0.333,,1.0,0.0,0.0,0.667,0.5,0.0,0.0
P0111,2025-26,Dariq Whitehead,BRK,MEM,18.9,0.355,0.14,0.151,0.032,0.032,0.645,0.545,0.692,0.357,1.0,0.333,0.317,0.889,0.947,0.043,3.0,0.167,0.3,0.0,0.0
P0112,2025-26,Darius Garland,LAC,2TM,16.4,0.542,0.15,0.228,0.106,0.058,0.458,0.514,0.624,0.49,0.493,0.359,0.396,0.299,0.557,0.0,0.0,0.11,0.441,0.0,0.0
P0113,2025-26,Davion Mitchell,MIA,MIA,14.3,0.572,0.205,0.268,0.062,0.038,0.428,0.561,0.633,0.552,0.424,0.45,0.395,0.339,0.867,0.0,0.0,0.105,0.333,0.0,0.0
P0114,2025-26,Day'Ron Sharpe,BRK,BRK,5.2,0.89,0.587,0.292,0.003,0.008,0.11,0.647,0.751,0.462,0.0,0.0,0.231,0.537,1.0,0.163,50.0,0.333,0.385,0.0,0.0
P0115,2025-26,De'Aaron Fox,SAS,SAS,14.4,0.623,0.201,0.204,0.151,0.067,0.377,0.58,0.71,0.551,0.468,0.529,0.332,0.302,0.702,0.013,12.0,0.213,0.488,0.0,0.0
P0116,2025-26,De'Andre Hunter,SAC,2TM,17.0,0.509,0.134,0.176,0.136,0.064,0.491,0.522,0.687,0.432,0.5,0.469,0.305,0.662,0.853,0.034,14.0,0.211,0.365,0.0,0.0
P0117,2025-26,De'Anthony Melton,GSW,GSW,15.0,0.536,0.159,0.288,0.051,0.038,0.464,0.505,0.667,0.428,0.519,0.4,0.294,0.42,0.875,0.011,5.0,0.22,0.37,0.0,0.0
P0118,2025-26,DeAndre Jordan,NOP,NOP,1.9,1.0,0.781,0.188,0.031,0.0,0.0,0.656,0.72,0.5,0.0,,,0.619,,0.313,9.0,,,0.0,0.0
P0119,2025-26,DeMar DeRozan,SAC,SAC,14.2,0.854,0.091,0.184,0.302,0.277,0.146,0.527,0.758,0.573,0.484,0.468,0.32,0.42,0.894,0.01,9.0,0.361,0.377,0.0,0.0
P0120,2025-26,Dean Wade,CLE,CLE,18.5,0.295,0.223,0.036,0.025,0.011,0.705,0.622,0.661,0.6,0.286,0.667,0.362,0.725,0.986,0.047,11.0,0.378,0.405,0.0,0.0
P0121,2025-26,Deandre Ayton,LAL,LAL,5.3,1.0,0.421,0.406,0.146,0.027,0.0,0.671,0.842,0.59,0.42,0.563,,0.801,,0.216,123.0,,,0.0,0.0
P0122,2025-26,Deandre Ayton,POR,LAL,5.3,1.0,0.421,0.406,0.146,0.027,0.0,0.671,0.842,0.59,0.42,0.563,,0.801,,0.216,123.0,,,0.0,0.0
P0123,2025-26,Dejounte Murray,NOP,NOP,13.7,0.659,0.214,0.231,0.159,0.055,0.341,0.575,0.641,0.476,0.69,0.4,0.306,0.217,0.684,0.011,2.0,0.161,0.2,0.0,0.0
P0124,2025-26,Deni Avdija,POR,POR,12.7,0.631,0.29,0.243,0.07,0.026,0.369,0.547,0.683,0.417,0.493,0.393,0.318,0.39,0.792,0.023,24.0,0.115,0.333,0.0,0.0
P0125,2025-26,Dennis Schröder,CLE,2TM,14.1,0.638,0.151,0.245,0.159,0.083,0.362,0.449,0.579,0.416,0.4,0.404,0.329,0.256,0.76,0.0,0.0,0.158,0.389,0.0,0.0
P0126,2025-26,Dereck Lively II,DAL,DAL,2.0,1.0,0.778,0.222,0.0,0.0,0.0,0.611,0.643,0.5,,,,0.727,,0.444,8.0,,,0.0,0.0
P0127,2025-26,Derik Queen,NOP,NOP,7.9,0.882,0.405,0.302,0.096,0.079,0.118,0.502,0.607,0.438,0.361,0.373,0.261,0.405,0.913,0.078,47.0,0.341,0.3,0.0,0.0
P0128,2025-26,Derrick Jones Jr.,LAC,LAC,12.3,0.596,0.311,0.243,0.034,0.008,0.404,0.593,0.737,0.467,0.231,0.333,0.359,0.724,0.982,0.124,44.0,0.425,0.354,0.0,0.0
P0129,2025-26,Derrick White,BOS,BOS,19.2,0.422,0.073,0.159,0.125,0.065,0.578,0.487,0.79,0.403,0.482,0.361,0.327,0.474,0.718,0.013,14.0,0.114,0.384,0.0,0.0
P0130,2025-26,Desmond Bane,ORL,ORL,13.5,0.646,0.226,0.251,0.105,0.065,0.354,0.535,0.662,0.48,0.476,0.397,0.391,0.526,0.796,0.002,2.0,0.197,0.44,0.0,0.0
