PlayerKey,Season,PlayerName,SalaryTeam,StatsTeam,PTSPer100,TRBPer100,ASTPer100,STLPer100,BLKPer100,TOVPer100,PlayerORtg,PlayerDRtg
P0442,2025-26,Rob Dillingham,CHI,2TM,19.9,6.4,6.9,2.3,0.3,4.9,90.0,117.0
P0443,2025-26,Robert Williams,POR,POR,18.8,19.7,2.8,1.7,4.1,2.3,138.0,107.0
P0444,2025-26,Ron Holland,DET,DET,20.0,9.8,3.0,2.9,0.8,3.0,106.0,108.0
P0445,2025-26,Royce O'Neale,PHO,PHO,17.1,8.3,4.6,1.9,0.7,2.3,117.0,114.0
P0446,2025-26,Rudy Gobert,MIN,MIN,16.6,17.5,2.6,1.2,2.5,2.1,132.0,110.0
P0447,2025-26,Rui Hachimura,LAL,LAL,19.8,5.7,1.4,1.0,0.5,1.1,120.0,120.0
P0448,2025-26,Russell Westbrook,SAC,SAC,25.3,9.1,11.1,2.2,0.3,5.5,104.0,121.0
P0449,2025-26,Ryan Dunn,PHO,PHO,14.8,10.8,3.7,2.2,1.1,2.0,113.0,113.0
P0450,2025-26,Ryan Kalkbrenner,CHO,CHO,17.5,12.6,1.8,1.1,3.4,2.1,142.0,112.0
P0451,2025-26,Ryan Rollins,MIL,MIL,26.5,7.0,8.6,2.3,0.6,4.2,112.0,118.0
P0452,2025-26,Saddiq Bey,NOP,NOP,27.1,8.5,3.9,1.4,0.1,1.4,124.0,121.0
P0453,2025-26,Sam Hauser,BOS,BOS,18.8,7.9,3.0,1.0,0.6,0.9,126.0,115.0
P0454,2025-26,Sam Merrill,CLE,CLE,23.1,4.6,4.4,1.2,0.2,1.5,129.0,119.0
P0455,2025-26,Sandro Mamukelashvili,TOR,TOR,24.9,11.0,4.2,1.8,1.1,1.9,127.0,112.0
P0456,2025-26,Santi Aldama,MEM,MEM,23.8,11.3,5.0,1.5,1.2,2.2,116.0,118.0
P0457,2025-26,Scoot Henderson,POR,POR,27.3,5.1,7.2,1.7,0.6,4.7,110.0,117.0
P0458,2025-26,Scottie Barnes,TOR,TOR,26.3,10.9,8.6,2.1,2.1,3.8,116.0,110.0
P0459,2025-26,Scotty Pippen Jr.,MEM,MEM,25.5,4.9,10.5,4.2,0.9,6.0,103.0,115.0
P0460,2025-26,Seth Curry,GSW,GSW,25.9,4.4,3.6,1.1,0.0,0.7,136.0,121.0
P0461,2025-26,Shaedon Sharpe,POR,POR,33.8,7.0,4.3,2.3,0.2,4.8,105.0,115.0
P0462,2025-26,Shai Gilgeous-Alexander,OKC,OKC,45.3,6.3,9.6,2.0,1.1,3.2,133.0,109.0
P0463,2025-26,Sidy Cissoko,POR,POR,12.7,5.5,3.7,1.7,0.8,2.3,107.0,117.0
P0464,2025-26,Simone Fontecchio,MIA,MIA,23.6,8.3,4.0,1.5,0.4,1.9,118.0,116.0
P0465,2025-26,Sion James,CHO,CHO,11.9,7.7,4.4,1.4,0.5,1.7,116.0,116.0
P0466,2025-26,Skal Labissière,WAS,WAS,16.2,11.2,3.7,2.5,1.2,1.2,134.0,120.0
P0467,2025-26,Spencer Jones,DEN,DEN,12.1,7.2,1.8,1.8,1.0,1.1,125.0,118.0
P0468,2025-26,Stephen Curry,GSW,GSW,41.7,5.6,7.4,1.8,0.6,4.4,119.0,117.0
P0469,2025-26,Stephon Castle,SAS,SAS,26.7,8.5,11.8,1.8,0.4,5.1,116.0,112.0
P0470,2025-26,Steven Adams,HOU,HOU,12.8,18.9,3.3,1.5,1.4,2.4,125.0,112.0
P0471,2025-26,Svi Mykhailiuk,UTA,UTA,19.0,5.0,3.8,1.1,0.1,1.7,121.0,126.0
P0472,2025-26,T.J. McConnell,IND,IND,25.9,6.1,14.2,2.8,0.5,3.2,120.0,117.0
P0473,2025-26,Tari Eason,HOU,HOU,20.2,12.1,2.9,2.3,0.9,2.6,110.0,112.0
P0474,2025-26,Taurean Prince,MIL,MIL,19.2,6.5,3.7,1.3,0.5,2.5,110.0,121.0
P0475,2025-26,Taylor Hendricks,MEM,2TM,18.5,9.3,2.3,2.1,1.3,2.1,110.0,119.0
P0476,2025-26,Terance Mann,BRK,BRK,14.7,6.5,6.1,1.3,0.5,2.3,116.0,121.0
